gvkey,datadate,fyear,tic,revt,sic
062646,20191231,2019,CWBC,49.3460,6020
062654,20191231,2019,SASR,419.1910,6020
062654,20191231,2019,SASR,419.1910,6020
062655,20191231,2019,DFODQ,7328.6630,2020
062666,20190131,2018,STRM,22.3650,7373
062686,20191231,2019,CRRTQ,161.7070,3290
062689,20191231,2019,TRV,31581.0000,6331
062689,20191231,2019,TRV,31621.0000,6331
062723,20191231,2019,TCX,337.1450,7370
062732,20191231,2019,SYKE,1614.7620,7374
062745,20191231,2019,JAKK,598.6490,3942
062819,20191231,2019,PWVI,0.0240,3621
062823,20191231,2019,FCN,2352.7170,8721
062844,20191231,2019,GSHHY,3041.5550,4011
062895,20191231,2019,PFBI,85.9120,6020
062895,20191231,2019,PFBI,85.9120,6020
062897,20191231,2019,TUP,1797.9000,3089
062919,20191231,2019,MFIN,153.1850,6159
062919,20191231,2019,MFIN,153.1850,6159
062921,20191231,2019,NBIX,788.0870,2836
062955,20191231,2019,PRLE,14.2530,6512
062956,20191231,2019,BOSC,33.8170,5065
062961,20191231,2019,SQZZF,430.3650,1311
062965,20191231,2019,SSNC,4632.9000,7372
062979,20191231,2019,SBSI,283.1550,6020
062979,20191231,2019,SBSI,283.1550,6020
063000,20191231,2019,RUSHA,5809.8470,5500
063005,20191231,2019,AVDL,59.2150,2834
063029,20190331,2018,ASNB,3.3460,3842
063030,20191231,2019,CASI,4.1310,2834
063058,20191231,2019,SBFG,62.4160,6020
063058,20191231,2019,SBFG,62.4160,6020
063075,20191231,2019,SHERF,137.6000,1000
063080,20191231,2019,ANSS,1515.8920,7372
063083,20191231,2019,ELGXQ,143.3700,3841
063120,20191231,2019,AXAHY,148118.0140,6311
063122,20190331,2018,ECIA,8.8020,3845
063135,20191231,2019,DCOM,250.4360,6035
063135,20191231,2019,DCOM,250.4360,6035
063138,20191231,2019,GLAE,0.1000,6282
063139,20191231,2019,TRQ,1166.0140,1000
063144,20191231,2019,ICTSF,333.3070,7381
063165,20191231,2019,KTYB,59.7710,6020
063165,20191231,2019,KTYB,59.7710,6020
063169,20191231,2019,DASTY,4509.1550,7372
063172,20190831,2019,FDS,1435.3510,7370
063178,20190630,2019,PROV,56.8890,6035
063178,20190630,2019,PROV,56.8890,6035
063185,20191231,2019,CHKP,1994.8000,7372
063186,20191231,2019,QGEN,1526.4240,3826
063197,20190630,2019,HWEN,3.8650,6035
063197,20190630,2019,HWEN,3.8650,6035
063224,20191231,2019,CVCY,79.6360,6020
063224,20191231,2019,CVCY,79.6360,6020
063232,20191231,2019,OCFC,350.9590,6035
063232,20191231,2019,OCFC,350.9590,6035
063272,20191231,2019,CPKF,58.2570,6020
063272,20191231,2019,CPKF,58.2570,6020
063288,20191231,2019,FFG,774.6810,6311
063288,20191231,2019,FFG,782.2130,6311
063290,20191231,2019,PEGA,911.3830,7372
063312,20191231,2019,RCAR,0.0000,2836
063332,20191231,2019,DYNR,11.6130,1040
063337,20191231,2019,MGTI,0.4500,7374
063338,20191231,2019,STRA,997.1370,8200
063388,20191231,2019,WHLM,75.5040,7900
063395,20191231,2019,HLAN,59.2610,6020
063395,20191231,2019,HLAN,59.2610,6020
063402,20191231,2019,CHBH,44.8330,6020
063402,20191231,2019,CHBH,44.8330,6020
063405,20191231,2019,GERN,0.4600,2836
063417,20191231,2019,TTEC,1643.7040,7389
063422,20191231,2019,LAMR,1753.6440,6798
063446,20191231,2019,AMAR,0.0120,2836
063447,20190131,2018,GES,2526.5000,2330
063448,20190731,2019,PURE,1.9090,2890
063454,20191231,2019,AWRE,12.2530,7372
063456,20191231,2019,CSV,274.1070,7200
063476,20191031,2019,EGHSF,385.8530,7372
063477,20191231,2019,BAESY,24243.1420,3721
063501,20191231,2019,ETFC,3139.0000,6211
063501,20191231,2019,ETFC,3145.0000,6211
063516,20191231,2019,CRWE,0.0540,7311
063520,20191231,2019,TACT,45.7480,3577
063527,20191231,2019,SRCL,3308.9000,4955
063531,20191231,2019,MVIS,8.8860,3679
063541,20191231,2019,MMAC,9.7810,6799
063543,20191231,2019,SGB,29.7100,6020
063543,20191231,2019,SGB,29.7100,6020
063546,20191231,2019,SSREY,49505.0000,6331
063562,20191231,2019,AEZS,0.5320,2836
063590,20191231,2019,BKRIY,3724.5250,6020
063590,20191231,2019,BKRIY,3724.5250,6020
063593,20190228,2018,QEPC,379.4020,3420
063595,20190228,2018,VLNSF,483.0540,3490
063596,20191231,2019,WLFC,409.1600,7359
063605,20191231,2019,8356B,10061.0000,4991
063639,20191231,2019,OCN,1149.8240,6035
063639,20191231,2019,OCN,1149.8240,6035
063643,20190131,2018,ANF,3590.1090,5651
063645,20191231,2019,ENDP,2914.3640,2834
063650,20191231,2019,SPPI,0.0000,2836
063669,20191231,2019,5952B,2687.9000,4833
063700,20191231,2019,ATRS,123.8640,3841
063708,20191231,2019,DVD,45.9630,7948
063718,20191231,2019,BXLC,7.5340,6799
063721,20191231,2019,HFBK,17.3190,6020
063721,20191231,2019,HFBK,17.3190,6020
063725,20191231,2019,WTBA,106.9930,6020
063725,20191231,2019,WTBA,106.9930,6020
063734,20191231,2019,9625A,2469.0000,6311
063739,20191231,2019,BJRI,1161.4500,5812
063752,20191231,2019,SPYR,0.3530,7372
063759,20191231,2019,SCRYY,20339.5610,6311
063763,20190131,2018,HIBB,1008.6820,5940
063781,20191231,2019,WTFC,1792.2790,6020
063781,20191231,2019,WTFC,1791.4960,6020
063798,20190630,2019,AMTY,3.5900,3011
063847,20191231,2019,PAG,23179.4000,5500
063863,20191231,2019,USNA,1060.9020,2834
063874,20190131,2018,SSINQ,1641.4820,5651
063876,20190331,2018,TGI,3364.9300,3728
063892,20191231,2019,NOV,8479.0000,3533
063901,20191231,2019,PBIO,1.8100,8731
063904,20191231,2019,CBD,14089.6000,5411
063927,20190731,2019,UNFI,21387.0680,5140
063930,20191231,2019,BBQ,82.2690,5812
063938,20190131,2018,SEAC,62.4020,7372
063952,20191231,2019,HCHC,1984.1000,3440
063986,20190331,2018,PLUS,1372.6730,5045
063987,20191231,2019,VEON,8863.0000,4812
064021,20191231,2019,HPTO,3.5300,7372
064028,20191231,2019,NUS,2420.4160,2844
064030,20191231,2019,STLD,10464.9910,3312
064061,20191231,2019,FORR,461.6970,8700
064063,20191231,2019,GEL,2480.8200,5172
064072,20191231,2019,PRBZF,3649.4000,2011
064077,20190930,2019,CLOK,0.0470,7372
064088,20190331,2018,VSAT,2068.2580,3663
064091,20190331,2018,IDGBF,1046.8240,5940
064107,20191231,2019,TOLWF,636.0710,1389
064121,20190331,2018,HIHO,14.2770,3460
064163,20191231,2019,DPW,26.5120,3679
064166,20191231,2019,DGX,7726.0000,8071
064175,20191231,2019,LAD,12672.7000,5500
064193,20191231,2019,EMCF,40.5360,6020
064193,20191231,2019,EMCF,40.5360,6020
064196,20191231,2019,HR.UN,1195.6870,6798
064196,20191231,2019,HR.UN,1115.5820,6798
064203,20191231,2019,TSDRF,0.0000,1400
064223,20191231,2019,DXPE,1267.1890,5080
064228,20191231,2019,UBFO,46.4560,6020
064228,20191231,2019,UBFO,46.4560,6020
064229,20191231,2019,PTRS,43.3020,6020
064229,20191231,2019,PTRS,43.3020,6020
064254,20191231,2019,HLIO,554.6650,3490
064260,20191231,2019,LIFZF,177.1370,6795
064275,20190531,2018,CALM,1361.1880,0200
064278,20191231,2019,ELTK,34.7940,3672
064302,20191231,2019,NSP,4314.8040,7363
064306,20191231,2019,KRC,842.0950,6798
064306,20191231,2019,KRC,960.1380,6798
064327,20191231,2019,CERS,93.7740,2836
064334,20191231,2019,VCEL,117.8500,2836
064336,20191231,2019,CEA,17375.5510,4512
064344,20190731,2019,MTN,2271.5750,7990
064355,20191231,2019,GOGL,705.7990,4400
064356,20191031,2019,CIEN,3572.1310,3661
064389,20191231,2019,SLGN,4489.9270,3411
064410,20190228,2018,KMX,19145.5900,5500
064480,20191231,2019,TIVO,668.1290,7370
064488,20191231,2019,CLWT,17.3990,5040
064492,20190331,2018,CMDXF,74.8570,7372
064511,20191231,2019,PFTI,1.5260,3714
064515,20191231,2019,CTIC,3.3450,2836
064517,20191231,2019,ERLFF,0.0000,1000
064523,20191231,2019,APWC,338.1600,3357
064536,20191231,2019,EEFT,2750.1090,6099
064536,20191231,2019,EEFT,2752.0890,6099
064545,20191231,2019,SELF,8.7400,6798
064547,20191231,2019,SSB,734.3920,6020
064547,20191231,2019,SSB,734.3920,6020
064551,20190430,2018,MXTLF,0.0000,1000
064552,20190930,2019,AMTD,6016.0000,6211
064552,20190930,2019,AMTD,6016.0000,6211
064568,20191231,2019,GIFI,303.3080,3730
064577,20191231,2019,ELP,4041.2350,4911
064624,20190930,2019,TRRVF,306.2860,3533
064625,20191231,2019,NPIFF,1658.9770,4991
064628,20191231,2019,SBNC,163.7900,6020
064628,20191231,2019,SBNC,163.7900,6020
064630,20190331,2018,TTWO,2668.3940,7372
064636,20191231,2019,GBRRF,0.0000,1040
064637,20190930,2019,EMKR,87.2650,3663
064645,20191231,2019,BKYI,2.2680,3829
064655,20190430,2018,ANCUF,79454.5460,5412
064673,20191231,2019,CYPXF,8.9650,7370
064676,20191231,2019,HTPRF,2.4160,2911
064686,20190131,2018,GBT.,740.0170,5712
064690,20191231,2019,ALV,8547.6000,3714
064692,20190630,2019,PPSF,4.8370,6035
064692,20190630,2019,PPSF,4.8370,6035
064695,20191231,2019,ANXGF,29.5480,1040
064699,20191231,2019,FBC,1404.0000,6035
064699,20191231,2019,FBC,1404.0000,6035
064717,20190630,2019,INM,0.0000,2836
064745,20191231,2019,KNL,1428.1000,2522
064766,20191231,2019,RMBS,224.0270,6794
064768,20191231,2019,AMZN,280522.0000,5961
064775,20191231,2019,DNN,15.5490,1090
064784,20191231,2019,JFBC,24.7650,6020
064784,20191231,2019,JFBC,24.7650,6020
064791,20191231,2019,WILC,114.5390,5140
064794,20191231,2019,UCBI,657.4190,6020
064794,20191231,2019,UCBI,657.4190,6020
064796,20191231,2019,MTSL,5.1930,7370
064803,20191231,2019,CDPYF,812.7880,6798
064803,20191231,2019,CDPYF,1707.7820,6798
064821,20191231,2019,ARE,1736.0790,6798
064821,20191231,2019,ARE,1825.1160,6798
064835,20190331,2018,RYAAY,8639.4240,4512
064853,20190331,2018,QRVO,3090.3250,3674
064857,20191231,2019,SRPT,380.8330,2836
064891,20190331,2018,RL,6313.0000,2300
064894,20191231,2019,BOLIF,6933.1230,3330
064901,20190930,2019,MMS,2886.8150,8741
064910,20191231,2019,EDP,16084.2540,4911
064915,20191231,2019,INTT,60.6600,3825
064925,20191231,2019,BXP,3032.5100,6798
064925,20191231,2019,BXP,3088.1300,6798
064929,20190831,2019,SLP,33.9700,7372
064934,20191130,2019,INDT,44.0450,6512
064934,20191130,2019,INDT,44.6600,6512
064935,20191231,2019,CMETF,0.0000,1000
064941,20191231,2019,SPAZF,0.0000,1040
064945,20191231,2019,SGE.,0.6960,6799
064979,20191231,2019,PPBI,561.3430,6020
064979,20191231,2019,PPBI,561.3430,6020
064997,20191231,2019,FIX,2615.2770,1700
065003,20190331,2018,FRFC,15.8990,6035
065003,20190331,2018,FRFC,15.8990,6035
065006,20191231,2019,HLX,751.9090,1389
065009,20191231,2019,AROC,965.4850,3533
065011,20191231,2019,HSKA,122.6610,2835
065016,20191231,2019,GTHP,0.0360,3845
065021,20190331,2018,EGHT,352.5860,4899
065030,20191031,2019,CDYCF,0.0000,1000
065036,20191231,2019,QUIK,10.3100,3674
065050,20191231,2019,GLBZ,15.8090,6020
065050,20191231,2019,GLBZ,15.8090,6020
065075,20190531,2018,NWDMF,0.0000,1000
065084,20191231,2019,CXW,1980.6890,6798
065089,20191231,2019,DTE1,5224.0000,4911
065090,20191231,2019,SRE4,4925.0000,4931
065092,20191231,2019,PCG1,17129.0000,4931
065095,20191231,2019,WPS1,1411.9000,4931
065106,20191231,2019,OZK,1266.8740,6020
065106,20191231,2019,OZK,1266.8740,6020
065108,20191231,2019,JLL,17983.2000,6531
065108,20191231,2019,JLL,18021.8000,6531
065136,20191231,2019,PPBN,24.8620,6020
065136,20191231,2019,PPBN,24.8620,6020
065176,20191231,2019,EVBN,82.8220,6020
065176,20191231,2019,EVBN,82.8220,6020
065189,20191231,2019,EDAP,50.3990,3845
065226,20190131,2018,QADA,333.0160,7370
065228,20191231,2019,UMPQ,1470.9000,6020
065228,20191231,2019,UMPQ,1470.9000,6020
065230,20191231,2019,TRCY,69.5520,6020
065230,20191231,2019,TRCY,69.5520,6020
065235,20191231,2019,DHIL,150.8190,6282
065235,20191231,2019,DHIL,181.3270,6282
065241,20191231,2019,WOWFF,103.8720,7819
065248,20191231,2019,MT,70615.0000,3312
065261,20191231,2019,WEDXF,19.2860,6799
065274,20190331,2018,BNGLF,10.4910,1311
065275,20191231,2019,BFAM,2062.0170,8351
065280,20191231,2019,INIS,8.9550,2835
065286,20190531,2018,AEHR,21.0560,3825
065290,20191231,2019,SLG,1208.6010,6798
065290,20191231,2019,SLG,1385.8210,6798
065294,20191231,2019,GYSLF,0.0000,1040
065298,20191231,2019,MEC1,2925.0000,4931
065324,20191231,2019,SXRZF,511.1640,1000
065343,20190831,2019,PSMT,3223.9180,5331
065344,20191231,2019,VTSI,18.7120,3690
065365,20190331,2018,NICK,71.3000,6153
065365,20190331,2018,NICK,71.3000,6153
065366,20191231,2019,UGDIF,0.0000,1040
065374,20191231,2019,OMEX,3.0730,4400
065376,20191231,2019,SIGA,26.7420,2836
065380,20191231,2019,ESLT,4508.4000,7373
065399,20190930,2019,MTOR,4388.0000,3714
065406,20190331,2018,PETS,283.4190,5912
065417,20191231,2019,YUM,5597.0000,5812
065418,20190831,2019,MBAIF,70.9970,8200
065421,20191231,2019,FARO,387.6050,3829
065430,20190131,2018,PLCE,1938.0840,5600
065441,20191231,2019,MRETF,3863.6590,3460
065460,20191231,2019,RDCM,33.0100,7373
065461,20191231,2019,TFRFF,155.3830,2340
065464,20191231,2019,AMEN,2.6870,1311
065467,20191231,2019,FCCY,68.3270,6020
065467,20191231,2019,FCCY,68.3270,6020
065482,20190131,2018,STRZ,26.0360,5812
065500,20191231,2019,NAT,317.2200,4400
065540,20190630,2019,UEPS,380.6990,7374
065540,20190630,2019,UEPS,207.6760,7374
065548,20191231,2019,CAC,210.6310,6020
065548,20191231,2019,CAC,210.6310,6020
065552,20191231,2019,INVE,83.7550,3577
065556,20191231,2019,NLY,3194.9960,6798
065556,20191231,2019,NLY,2020.7410,6798
065587,20191231,2019,NRC,127.9820,7389
065590,20191231,2019,SRI,830.1290,3679
065605,20191231,2019,RBA,1318.6410,7389
065607,20190630,2019,OSIS,1182.1150,3844
065609,20191231,2019,CHRW,15309.5080,4213
065613,20190331,2018,SAPIF,13501.9000,2020
065614,20191231,2019,SUUIF,2852.9000,5900
065615,20191231,2019,CHH,1114.8200,6794
065632,20191231,2019,MGRUF,274.1180,6798
065640,20191231,2019,CSR,187.8470,6798
065640,20191231,2019,CSR,285.4710,6798
065662,20191231,2019,CHL,107125.7730,4812
065671,20191231,2019,DRQ,414.8060,3533
065675,20191231,2019,OEG,23.4920,3670
065688,20191231,2019,SNNAF,0.0000,1000
065689,20191231,2019,MBWM,185.2930,6020
065689,20191231,2019,MBWM,185.2930,6020
065702,20191231,2019,CWST,743.2900,4953
065703,20191231,2019,INTI,0.0000,2836
065710,20191231,2019,EPR,653.7650,6798
065710,20191231,2019,EPR,662.9140,6798
065717,20191231,2019,LTS,1469.3020,6211
065717,20191231,2019,LTS,1469.3020,6211
065718,20191231,2019,GPI,12043.8000,5500
065732,20191231,2019,CSU,447.1000,8300
065737,20191231,2019,NOVC,63.4740,7361
065737,20191231,2019,NOVC,63.5130,7361
065744,20191231,2019,FTMNF,0.0000,1000
065752,20191231,2019,ECMXF,0.0000,1000
065765,20191231,2019,CTIB,40.5370,3060
065772,20191231,2019,MTD,3008.6520,3826
065796,20191231,2019,MOFG,213.6870,6020
065796,20191231,2019,MOFG,213.6870,6020
065808,20191231,2019,BNAUF,0.0000,1040
065815,20191231,2019,OLNCF,12.0860,3790
065831,20191231,2019,SAH,10454.3430,5500
065840,20191231,2019,MLCOF,5.4660,7990
065850,20190630,2019,CTHR,32.2440,3290
065867,20191231,2019,MCCRF,53.3920,3533
065872,20191231,2019,PGNX,34.9860,2836
065873,20190531,2018,AFMCF,0.0000,1000
065884,20191231,2019,SBBX,96.9880,6020
065884,20191231,2019,SBBX,96.9880,6020
065886,20191231,2019,AMG,2239.6000,6282
065886,20191231,2019,AMG,1926.8000,6282
065896,20190930,2019,GEOS,95.8090,3829
065899,20191231,2019,RNWK,172.1130,7370
065905,20190930,2019,BASI,43.6160,8731
065918,20191231,2019,DPGYF,99.5070,1311
065921,20191231,2019,AUMN,7.7300,1040
065924,20191231,2019,CSBB,37.8890,6020
065924,20191231,2019,CSBB,37.8890,6020
065934,20191231,2019,BASCF,0.0000,9995
065937,20191231,2019,NANX,12.0090,3290
065944,20191231,2019,ASRT,229.5040,2834
065955,20191231,2019,TOTZF,757.3980,7359
065958,20191231,2019,CFFI,127.0220,6020
065958,20191231,2019,CFFI,127.0220,6020
065986,20190228,2018,BB,904.0000,7372
065991,20191231,2019,MHTX,0.0970,8731
065996,20190430,2018,ICPBF,90.5830,2522
065998,20191231,2019,ROIUF,24.0090,3663
066016,20191231,2019,INGR,6209.0000,2040
066018,20191231,2019,HNLMF.1,0.0000,1040
066032,20191231,2019,POWI,420.6690,3674
066065,20191231,2019,URI,9351.0000,7350
066072,20190430,2018,NMTLF,0.0000,1090
066085,20191231,2019,AAIC,126.0070,6799
066085,20191231,2019,AAIC,126.0070,6799
066098,20191231,2019,VSBN,16.5690,6020
066098,20191231,2019,VSBN,16.5690,6020
066155,20191231,2019,NWFL,54.0620,6020
066155,20191231,2019,NWFL,54.0620,6020
066158,20191231,2019,OVLY,47.6490,6020
066158,20191231,2019,OVLY,47.6490,6020
066175,20191231,2019,BEGI,0.0000,6159
066201,20191231,2019,KISB,46.5990,6020
066201,20191231,2019,KISB,46.5990,6020
066210,20191231,2019,LCNB,77.5420,6020
066210,20191231,2019,LCNB,77.5420,6020
066235,20191231,2019,HOPE,734.4690,6020
066235,20191231,2019,HOPE,734.4690,6020
066246,20191231,2019,NJMC,6.1200,1040
066261,20190930,2019,LIVE,193.2880,5700
066274,20191231,2019,PFHO,7.3310,8090
066285,20191231,2019,HFWA,250.3120,6020
066285,20191231,2019,HFWA,250.3120,6020
066286,20190930,2019,TSBK,69.0590,6036
066286,20190930,2019,TSBK,69.0590,6036
066288,20191231,2019,MPB,107.9330,6020
066288,20191231,2019,MPB,107.9330,6020
066290,20190228,2018,SCS,3443.2000,2522
066301,20191231,2019,ACY,43.4300,7359
066313,20191231,2019,OPOF,54.3180,6020
066313,20191231,2019,OPOF,54.3180,6020
066318,20191231,2019,PSYTF,295.6420,1389
066319,20191231,2019,IPPLF,2535.3000,4610
066326,20190131,2018,DSGX,275.1710,7372
066336,20191231,2019,TSBA,23.6430,6020
066336,20191231,2019,TSBA,23.6430,6020
066354,20191231,2019,WPC,1255.9950,6798
066355,20191231,2019,FXNC,41.4490,6020
066355,20191231,2019,FXNC,41.4490,6020
066366,20191231,2019,RMTI,61.3030,3842
066368,20191231,2019,VRSN,1231.6610,7370
066371,20190930,2019,IESC,1076.9960,1731
066374,20191231,2019,CORV,32.6340,2834
066376,20191231,2019,DRETF,285.8570,6798
066376,20191231,2019,DRETF,299.7070,6798
066379,20191231,2019,PRDO,627.7040,8200
066385,20190930,2019,EGTYF,3.4280,3674
066393,20190630,2019,MRCY,654.7440,3674
066394,20191231,2019,PFIS,108.5010,6020
066394,20191231,2019,PFIS,108.5010,6020
066401,20191231,2019,WTSHF,395.4220,4400
066401,20191231,2019,WTSHF,396.4420,4400
066405,20191231,2019,GPL,198.6530,1044
066429,20190630,2019,ZTSTF,4.3990,3825
066431,20191231,2019,ATUSF,45.2040,1000
066446,20191231,2019,PWR,12160.9530,1731
066453,20191231,2019,COFS,41.6410,6020
066453,20191231,2019,COFS,41.6410,6020
066481,20190630,2019,MACQF,0.0000,1000
066504,20191231,2019,CBAN,75.2450,6020
066504,20191231,2019,CBAN,75.2450,6020
066560,20190331,2018,WARGF,0.0000,1040
066579,20191231,2019,QUTIF,30.1940,3533
066586,20191231,2019,CNXN,2820.0340,5961
066588,20190930,2019,SRDX,100.0770,6794
066591,20191231,2019,XEL5,4237.2000,4931
066597,20191231,2019,FUSB,48.9540,6020
066597,20191231,2019,FUSB,48.9540,6020
066599,20191231,2019,WDR,1089.2010,6282
066599,20191231,2019,WDR,1089.2010,6282
066602,20191231,2019,CIX,124.2430,3420
066624,20191231,2019,UNS1,1418.3380,4911
066632,20190831,2019,UBSBF,0.0000,9995
066654,20191231,2019,ANH,163.4610,6798
066654,20191231,2019,ANH,76.6430,6798
066665,20191231,2019,CAPC,12.4040,3640
066686,20191231,2019,OSPN,254.5700,3669
066697,20191231,2019,INO,4.1130,3845
066731,20191231,2019,FHI,1326.8940,6282
066731,20191231,2019,FHI,1349.2750,6282
066929,20191231,2019,TPB,341.7370,2100
100080,20191231,2019,BAYRY,48865.4450,2800
100095,20191231,2019,BZLFY,12352.2810,5110
100103,20191231,2019,DLAKY,41466.8940,4512
100135,20190331,2018,TATYY,3587.8370,2060
100165,20191231,2019,SSLZY,4186.0000,1311
100243,20190630,2019,AMCR,9458.2000,2670
100245,20190331,2018,ATEYY,2549.0720,3825
100338,20191231,2019,RELX,10428.3260,2721
100401,20191231,2019,SPMYY,503.6000,3825
100418,20190331,2018,ESALY,5801.3650,2834
100424,20191231,2019,JMHLY,43194.0000,9997
100465,20190630,2019,SSL,14412.0180,2911
100477,20190331,2018,JHX,2506.6000,3270
100572,20191231,2019,PSO,5124.1040,2731
100581,20191231,2019,LRLCY,33523.6370,2844
100590,20191231,2019,EONGY,46012.8560,9997
100609,20191231,2019,CTTAY,49912.8900,3714
100644,20190731,2019,FERGY,22010.0000,5070
100699,20190331,2018,SHCAY,21659.8580,3651
100737,20191231,2019,VWAGY,285873.7930,3711
100760,20190131,2018,KGFHY,15351.7530,5211
100873,20191231,2019,NLSN,6498.0000,8700
100953,20191231,2019,RWEOY,15245.9740,4911
101020,20191231,2019,SEOAY,11359.8550,2621
101088,20191231,2019,CKHUY,37561.2970,9997
101202,20191231,2019,AIQUY,24598.3570,2810
101204,20191231,2019,SNY,42228.8560,2834
101292,20191231,2019,PUBGY,12345.1320,7311
101310,20191231,2019,NVS,47498.0000,2834
101317,20191231,2019,SNN,5138.0000,3842
101361,20191231,2019,WTKWY,5175.5070,8111
101475,20191231,2019,AFLYY,30511.0250,4512
101718,20191231,2019,UPMMY,11597.7580,2621
101973,20191231,2019,TRMD,692.6100,4412
102089,20190831,2019,SDXAY,24147.8140,5812
102341,20190630,2019,HMY,1905.2160,1040
102345,20191231,2019,MXCY,741.7630,3530
102422,20190930,2019,SPPJY,5746.0000,2670
102450,20190331,2018,NTDOY,10834.6580,3944
102523,20191231,2019,VLEEY,21856.7520,3714
102696,20190331,2018,LOGI,2788.3220,3577
102704,20190331,2018,UUGRY,2368.2330,4941
102983,20191231,2019,CGGYY,1355.9000,1382
103342,20190331,2018,SSEZY,9547.9410,4911
103487,20191231,2019,SAP,30919.5000,7372
104432,20191231,2019,NCLH,6462.3760,4400
104598,20191231,2019,PKX,56115.4380,3312
104831,20190630,2019,SPKKY,2361.9380,4813
104833,20191231,2019,HEINY,26897.5960,2082
105089,20191231,2019,CX,13130.0000,3241
105104,20191231,2019,WMMVY,34294.4980,5331
105222,20191231,2019,FECCF,1794.5550,1311
105239,20191231,2019,AETUF,1046.4000,1311
105248,20191231,2019,ABCFF,0.0000,1000
105276,20191231,2019,AMRZF,0.0000,1000
105333,20191231,2019,LMDCF,1.9560,2731
105334,20191130,2019,BDRGF,0.0000,1000
105364,20190731,2019,DTGI,6.0400,4899
105365,20191231,2019,AMT,7580.3000,6798
105394,20191231,2019,PAYS,34.6670,7374
105413,20190531,2018,AHNMF,0.7320,1400
105429,20191231,2019,CYPYF,0.0000,1311
105435,20191231,2019,AOTVF,0.0000,1000
105460,20191231,2019,AGCCF,0.0000,1400
105475,20190831,2019,AVLNF,0.0100,1090
105478,20191031,2019,MMTIF,0.0000,3812
105517,20191231,2019,BADFF,654.2820,1600
105538,20191231,2019,BSRR,134.4240,6020
105538,20191231,2019,BSRR,134.4240,6020
105547,20191231,2019,BCS.PD,24467.0000,6020
105547,20191231,2019,BCS.PD,24467.0000,6020
105572,20190930,2019,CMCXF,0.0000,1044
105576,20191231,2019,BEVFF,30.4630,6794
105579,20191231,2019,NLVGF,297.8650,5990
105590,20191231,2019,WEEEF,196.4080,1381
105609,20190831,2019,BVTEF,0.0000,1000
105616,20191231,2019,BRBS,49.6840,6020
105616,20191231,2019,BRBS,49.6840,6020
105630,20190131,2018,PBMLF,0.0000,1000
105632,20191231,2019,BRLXF,564.0000,4911
105634,20191031,2019,NNGVF,0.0000,1040
105646,20191231,2019,CWVLF,42.4380,1311
105651,20191231,2019,HNCKF,0.0000,1000
105659,20191231,2019,JAMGF,0.0000,1000
105661,20191231,2019,KL,1379.9880,1040
105668,20191231,2019,JPOTF,2.1780,7373
105670,20191231,2019,BRKL,377.4190,6020
105670,20191231,2019,BRKL,377.4190,6020
105673,20191231,2019,DRRSF,0.0000,1000
105689,20191231,2019,ILISF,10.6070,3533
105691,20190430,2018,IMAHF,0.0000,1400
105712,20190731,2019,NWXPF,9.7410,1400
105719,20191231,2019,BALMF,0.0000,1000
105728,20191231,2019,CWYUF,824.7190,6798
105728,20191231,2019,CWYUF,867.9920,6798
105786,20191231,2019,AOIFF,0.0000,1311
105797,20190131,2018,CPSJF,0.0000,1000
105811,20190331,2018,HVBTF,42.5340,7370
105830,20191231,2019,CRPOF,12.8800,2833
105853,20190430,2018,GCRIF,0.0000,1000
105861,20191231,2019,WPM,861.3320,1040
105873,20191231,2019,JGFCF,0.0000,6799
105892,20190531,2018,MTA,7.8530,1000
105911,20191231,2019,CLKFF,82.0430,6799
105920,20191231,2019,0048A,3542.0860,6331
105936,20191231,2019,COLM,3057.9650,2300
105950,20191231,2019,AJXGF,50.9040,3812
105996,20191231,2019,XLEFF,3.1990,1311
105997,20190331,2018,DMIFF,4.1140,1400
105999,20191231,2019,ED1,10821.0000,4931
106003,20191231,2019,LGORF,140.0120,1000
106016,20191031,2019,SUVRF,0.0000,1090
106025,20191231,2019,SOHFF,20.6010,1040
106041,20190531,2018,MMATF,0.0000,9995
106062,20191231,2019,CDDRF,9.1030,1311
106071,20190331,2018,ASKDF,0.0000,1000
106083,20190331,2018,FSVEF,0.0000,1000
106086,20190630,2019,VYGVF,0.1140,7370
106098,20191231,2019,CYDVF,0.0000,1000
106100,20191231,2019,CYTH,1.0070,2836
106107,20191231,2019,IFLXF,81.0710,3080
106112,20191231,2019,NGD,630.6000,1040
106126,20190930,2019,APDN,5.3890,8731
106156,20191231,2019,PEYUF,484.3020,1311
106179,20191231,2019,MRVFF,69.5460,2834
106203,20191231,2019,SA,0.0000,1040
106210,20190331,2018,TAOIF,30.0960,1311
106225,20190930,2019,ECRTF,0.0000,1040
106227,20191231,2019,EGPLF,4.9090,1040
106233,20191231,2019,LWLG,0.0000,2821
106261,20190331,2018,ELTP,7.5690,2834
106281,20191231,2019,ENDTF,34.8040,6726
106336,20191231,2019,TSKFF,0.0000,1000
106351,20191231,2019,EXN,34.3310,1000
106353,20191231,2019,NBYCF,0.0000,1000
106363,20190831,2019,AZMTF,0.3970,1000
106373,20191231,2019,FMBM,48.1300,6020
106373,20191231,2019,FMBM,48.1300,6020
106404,20191231,2019,FBSS,35.1440,6020
106404,20191231,2019,FBSS,35.1440,6020
106454,20191231,2019,FRIRF,0.0000,1000
